effect_bonus_value_unit_ability_junctions_tables	0
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_vanhels_danse_macabre	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable_overchage	wh_main_spell_vampires_vanhels_danse_macabre
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable	wh_main_spell_vampires_vanhels_danse_macabre
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_miscast_reduction_vanhels_danse_macabre_upgraded	miscast_percentage_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_vanhels_danse_macabre	cost_mod	wh_main_spell_vampires_vanhels_danse_macabre
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_vanhels_danse_macabre_upgraded	cost_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_vanhels_danse_macabre	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_enable_gaze_of_nagash	enable	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable_overchage	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_gaze_of_nagash	recharge_mod	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable_overchage	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_miscast_reduction_gaze_of_nagash_upgraded	miscast_percentage_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_gaze_of_nagash	cost_mod	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_gaze_of_nagash_upgraded	cost_mod	wh_main_spell_vampires_gaze_of_nagash_upgraded
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_gaze_of_nagash	recharge_mod	wh_main_spell_vampires_gaze_of_nagash
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_enable_drowned_dead	enable	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_cooldown_drowned_dead	recharge_mod	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_enable_drowned_dead_upgraded	enable_overchage	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_enable_drowned_dead_upgraded	enable	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_cooldown_drowned_dead	recharge_mod	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_enable_drowned_dead_upgraded	enable_overchage	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_enable_drowned_dead_upgraded	enable	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_miscast_reduction_drowned_dead	miscast_percentage_mod	wh2_dlc11_spell_vampires_drowned_dead_upgraded
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_mod_amount_of_uses_drowned_dead	uses_mod	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_cst_noctilus_wh2_dlc11_effect_magic_vampires_mod_amount_of_uses_drowned_dead	uses_mod	wh2_dlc11_spell_vampires_drowned_dead_upgraded
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_enable_curse_of_years	enable	wh_main_spell_vampires_curse_of_years
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_curse_of_years	cost_mod	wh_main_spell_vampires_curse_of_years
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_curse_of_years	recharge_mod	wh_main_spell_vampires_curse_of_years
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_enable_curse_of_years	enable	wh_main_spell_vampires_curse_of_years
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_enable_wind_of_death	enable	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_wind_of_death_upgraded	enable_overchage	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_wind_of_death_upgraded	enable	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_wind_of_death	recharge_mod	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_wind_of_death_upgraded	enable_overchage	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_enable_wind_of_death_upgraded	enable	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_miscast_reduction_wind_of_death_upgraded	miscast_percentage_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_wind_of_death	cost_mod	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_vampires_reduce_wom_cost_wind_of_death_upgraded	cost_mod	wh_main_spell_vampires_wind_of_death_upgraded
wh2_dlc11_cst_noctilus_wh_main_effect_magic_vampires_cooldown_wind_of_death	recharge_mod	wh_main_spell_vampires_wind_of_death
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_ability_enable_smoke_and_mirrors	enable	wh_dlc05_lore_passive_smoke_and_mirrors
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable_overchage	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_melkoths_mystifying_miasma	recharge_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable_overchage	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_miscast_reduction_melkoths_mystifying_miasma_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_mystifying_miasma	cost_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_mystifying_miasma_upgraded	cost_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_melkoths_mystifying_miasma	recharge_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_enfeebling_foe	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_enfeebling_foe	recharge_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_miscast_reduction_melkoths_enfeebling_foe_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_enfeebling_foe	cost_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_enfeebling_foe_upgraded	cost_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_enfeebling_foe	recharge_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_the_withering	enable	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_the_withering	recharge_mod	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_miscast_reduction_the_withering_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_the_withering	cost_mod	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_the_withering_upgraded	cost_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_the_withering	recharge_mod	wh_dlc05_spell_shadow_the_withering
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_penumbral_pendulum	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_penumbral_pendulum	recharge_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_miscast_reduction_penumbral_pendulum_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_penumbral_pendulum	cost_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_penumbral_pendulum_upgraded	cost_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_penumbral_pendulum	recharge_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_pit_of_shades	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable_overchage	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_pit_of_shades	recharge_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable_overchage	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_miscast_reduction_pit_of_shades_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_pit_of_shades	cost_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_pit_of_shades_upgraded	cost_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_pit_of_shades	recharge_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_okkams_mindrazor	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable_overchage	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_okkams_mindrazor	recharge_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable_overchage	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_miscast_reduction_okkams_mindrazor_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_okkams_mindrazor	cost_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_dlc11_cst_noctilus_wh2_main_effect_magic_shadow_reduce_wom_cost_okkams_mindrazor_upgraded	cost_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_dlc11_cst_noctilus_wh_dlc05_effect_magic_shadow_cooldown_okkams_mindrazor	recharge_mod	wh_dlc05_spell_shadow_okkams_mindrazor
dlc03_bst_malagor_wh_dlc03_effect_ability_enable_bestial_surge	enable	wh_dlc03_lore_passive_bestial_surge
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_viletide_upgraded	enable_overchage	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_viletide_upgraded	enable	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_viletide	recharge_mod	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_viletide_upgraded	enable_overchage	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_viletide_upgraded	enable	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh2_main_effect_magic_wild_miscast_reduction_viletide_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_viletide_upgraded
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_viletide	cost_mod	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_viletide_upgraded	cost_mod	wh_dlc03_spell_wild_viletide_upgraded
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_viletide	recharge_mod	wh_dlc03_spell_wild_viletide
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_devolve	enable	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_devolve_upgraded	enable_overchage	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_devolve_upgraded	enable	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_devolve	recharge_mod	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_devolve_upgraded	enable_overchage	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_devolve_upgraded	enable	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh2_main_effect_magic_wild_miscast_reduction_devolve_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_devolve_upgraded
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_devolve	cost_mod	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_devolve_upgraded	cost_mod	wh_dlc03_spell_wild_devolve_upgraded
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_devolve	recharge_mod	wh_dlc03_spell_wild_devolve
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_bray_scream	enable	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_bray_scream_upgraded	enable_overchage	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_bray_scream_upgraded	enable	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_bray_scream	recharge_mod	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_bray_scream_upgraded	enable_overchage	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_bray_scream_upgraded	enable	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh2_main_effect_magic_wild_miscast_reduction_bray_scream_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_bray_scream_upgraded
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_bray_scream	cost_mod	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_bray_scream_upgraded	cost_mod	wh_dlc03_spell_wild_bray_scream_upgraded
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_bray_scream	recharge_mod	wh_dlc03_spell_wild_bray_scream
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_traitor_kin	enable	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_traitor_kin_upgraded	enable_overchage	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_traitor_kin_upgraded	enable	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_traitor_kin	recharge_mod	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_traitor_kin_upgraded	enable_overchage	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh2_main_effect_magic_wild_enable_traitor_kin_upgraded	enable	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh2_main_effect_magic_wild_miscast_reduction_traitor_kin_upgraded	miscast_percentage_mod	wh_dlc03_spell_wild_traitor_kin_upgraded
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_traitor_kin	cost_mod	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_traitor_kin_upgraded	cost_mod	wh_dlc03_spell_wild_traitor_kin_upgraded
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_traitor_kin	recharge_mod	wh_dlc03_spell_wild_traitor_kin
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_mantle_of_ghorok	enable	wh_dlc03_spell_wild_mantle_of_ghorok
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_mantle_of_ghorok	cost_mod	wh_dlc03_spell_wild_mantle_of_ghorok
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_cooldown_mantle_of_ghorok	recharge_mod	wh_dlc03_spell_wild_mantle_of_ghorok
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_mantle_of_ghorok	enable	wh_dlc03_spell_wild_mantle_of_ghorok
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_savage_dominion	enable	wh_dlc03_spell_wild_savage_dominion
dlc03_bst_malagor_wh2_main_effect_magic_wild_reduce_wom_cost_savage_dominion	cost_mod	wh_dlc03_spell_wild_savage_dominion
dlc03_bst_malagor_wh_dlc03_effect_magic_wild_enable_savage_dominion	enable	wh_dlc03_spell_wild_savage_dominion
dlc03_bst_malagor_wh_main_effect_ability_enable_life-leeching	enable	wh_main_lore_passive_life_leeching
